,tag_id,tag_name,highlight,is_atten
0,32613,面试,0,0
1,121660,求职,0,0
2,13160,学习,0,0
3,128384,创业,0,0
4,23901,互联网,0,0
5,213551,公务员,0,0
6,690061,产品经理,0,0
7,203285,营销,0,0
8,14932,程序员,0,0
9,311524,运营,0,0
10,47481,职场,0,0
11,15002,技巧,0,0
12,697364,职业规划,0,0
