,title,lyrics,time_public
407,倔强，突然好想你等歌曲串烧（天天向上） (Live),倔强，突然好想你等歌曲串烧（天天向上） (Live) - 五月天 (Mayday) 词：阿信 曲：阿信 当我和世界不一样 那就让我不一样 坚持对我来说 就是以刚克刚 我如果对自己妥协 如果对自己说谎 即使别人原谅 我也不能原谅 最美的愿望 一定最疯狂 我就是我自己的神 在我活的地方 我和我最后的倔强 握紧双手绝对不放 下一站是不是天堂 就算失望不能绝望 我和我骄傲的倔强 我在风中大声的唱 这一次为自己疯狂 就这一次 我和我的倔强 你哭的太累了 你伤的太深了 你爱的 太傻了 你哭的就像 是末日要来了 oh oh 所以你听慢歌 很慢很慢的歌 听得 心如刀割 是不是应该 换一种节奏了 oh oh 不要再问 谁是对的 谁是错的 谁是谁非 谁又亏欠谁了 反正错了 反正输了 反正自己 陪自己快乐 我不管 你是谁的 谁是你的 我是我的 让心跳 动次 动次 动次 动次 感觉活着 我不管 站着坐着 躺着趴着 都要快乐 让音乐 动次 动次 动次 动次 快要聋了 不管了 不想了 不等了 不要不快乐 伤心的人 别听慢歌 最怕空气突然安静 最怕朋友突然的关心 最怕回忆 突然翻滚绞痛着不平息 最怕突然 听到你的消息 想念如果会有声音 不愿那是悲伤的哭泣 事到如今 终于让自己属于我自己 只剩眼泪 还骗不过自己 突然好想你 你会在哪里 过得快乐或委屈 突然好想你 突然锋利的回忆 突然模糊的眼睛 最怕空气突然安静 最怕朋友突然的关心 最怕回忆 突然翻滚绞痛着不平息 最怕突然 听到你的消息 最怕此生 已经决心自己过没有你 却又突然 听到你的消息 会不会 有一天 时间真的能倒退 退回 你的我的 回不去的 悠悠的岁月 也许会 有一天 世界真的有终点 也要和你举起回忆酿的甜 和你再干一杯 如果说 要我选出 代表青春 那个画面 浮现了 那滴眼泪 那片蓝天 那年毕业 那一张 边哭边笑 还要拥抱 是你的脸 想起来 可爱可怜 可歌可泣 可是多怀念 怀念总是 突然怀念 不谈条件 当回忆 冲破考卷 冲出岁月 在我眼前 我和你 流着汗水 喝着汽水 在操场边 说好了 无论如何 一起走到 未来的世界 现在就是 那个未来 那个世界 为什么 你的身边 我的身边 不是同一边 友情曾像 诺亚方舟 坚强誓言 只是我 望着海面 等着永远 模糊了视线 会不会 有一天 时间真的能倒退 退回 你的我的 回不去的 悠悠的岁月 也许会 有一天 世界真的有终点 也要和你举起回忆酿的甜 和你再干一杯 终究会 有一天 我们都变成昨天 是你 陪我走过 一生一回 匆匆的人间 有一天 就是今天 今天就是有一天 说出一直没说 对你的感谢 和你再干一杯 再干一杯永远 喝了就能万岁 岁岁和年年 时间都停了 他们都回来了 怀念的人啊 等你的来到,
408,拥抱 + 相信 (Live),拥抱 + 相信 (Live) - 五月天 (Mayday) 词：阿信 曲：阿信 脱下长日的假面 奔向梦幻的疆界 南瓜马车的午夜 换上童话的玻璃鞋 让我享受这感觉 我是孤傲的蔷薇 让我品尝这滋味 纷乱世界的不了解 昨天太近明天太远 默默聆听那黑夜 晚风吻尽荷花叶 任我醉倒在池边 等你清楚看见我的美 月光晒干眼泪 那一个人爱我 将我的手紧握 抱紧我吻我喔爱   别走 隐藏自己的疲倦 表达自己的狼狈 放纵自己的狂野 找寻自己的明天 向你要求的誓言 就算是你的谎言 我需要爱的慰借 就算那爱已如潮水 昨天太近明天太远 默默聆听那黑夜 晚风吻尽荷花叶 任我醉倒在池边 等你清楚看见我的美 月光晒干眼泪 那一个人爱我 将我的手紧握 抱紧我吻我喔爱   别走 那一个人爱我 将我的手紧握 抱紧我吻我喔爱   别走 喔  抱紧我吻我喔爱   别走 抱紧我吻我喔爱   别走 Lalala dadalala   孤单都已经离去 只留下天和地 我和你永远在一起 看着我的眼睛 为什么要哭泣 那幸福太容易 让我不敢相信 勾勾手盖手印 这一刻有约定 那爱情变美丽 因为我开始相信 Lalala dadalala,2005-05-01
409,纯真 (Live),纯真 (Live) - 五月天 (Mayday) 词：阿信 曲：阿信 长长的路上 我想我们是朋友 如果有期待我想最好是不说 你总是微笑的 你总是不开口 世界被你掌握 月亮绕地球 地球绕着太阳走 我以为世界是座宁静的宇宙 今晚的天空有一颗流星划过 在预言着什么 在无声之中你拉起了我的手 我怎么感觉整个黑夜在震动 耳朵里我听到了心跳的节奏 星星在闪烁 你怎么说 你心中一定有座浓雾的湖泊 任凭月光再皎洁照也照不透 你眼中闪烁湖面无边的温柔 那波光在诱惑 在无声之中你拉起了我的手 我怎么感觉整个黑夜在震动 耳朵里我听到了心跳的节奏 星星在闪烁 你会怎么说 在无声之中你拉起了我的手 我怎么感觉整个黑夜在震动 耳朵里我听到了心跳的节奏 星星在闪烁 你会怎么说 你已经有他就不应该再有我 世界的纯真此刻为你有迷惑 我想我应该轻轻放开你的手 我却没有力气这么做,2001-12-27
410,派对动物 + 知足 + 什么歌 (Live),派对动物 + 知足 + 什么歌 (Live) - 五月天 (Mayday) 派对动物 词：陈信宏 曲：陈信宏 编曲：五月天/阿璞 Let&apos;s go party party all night Oh oh oh oh Hey lonely lonely goodbye Oh oh oh oh 我们都有觉悟 要疯狂到日出 我们天生就是 我很严肃 这不能耽误这不能让步 那现实中已经有太多让步 Hey 派对动物别找退路 不会跳舞就不要跳舞 摇摆也幸福 就闭着眼以空气吉他飙速 Hey 派对动物不要认输 你不孤独 朋友满屋 疯狂胡闹 疯狂庆祝 Let&apos;s go party party all night Oh oh oh oh And many many good times Oh oh oh oh 不愿被当宠物 宁愿变成怪物 噢噢 oh oh oh oh Let&apos;s go party party all night Oh oh oh oh Hey lonely lonely goodbye Oh oh oh oh 我们都有觉悟 要疯狂到日出 我们天生就是 派对动物 Let&apos;s go party party all night Oh oh oh oh And many many good times Oh oh oh oh 人生难得糊涂 偶尔脱轨演出 噢噢 oh oh oh oh Let&apos;s go party party all night Oh oh oh oh Hey lonely lonely goodbye Oh oh oh oh 我们都有觉悟 要疯狂到日出 我们天生就是 派对动物 知足 词：阿信 曲：阿信 编曲：五月天 怎么去拥有一道彩虹 怎么去拥抱一夏天的风 天上的星星笑地上的人 总是不能懂不能觉得足够 如果我爱上你的笑容 要怎么收藏要怎么拥有 如果你快乐不是为我 会不会放手其实才是拥有 当一阵风吹来 风筝飞上天空 为了你而祈祷 而祝福而感动 终于你身影消失在人海尽头 才发现笑着哭最痛 那年你和我那个山丘 那样的唱着那一年的歌 那样的回忆那么足够 足够我天天都品尝着寂寞 当一阵风吹来 风筝飞上天空 为了你而祈祷 而祝福而感动 终于你身影消失在人海尽头 才发现笑着哭最痛 如果我爱上你的笑容 要怎么收藏要怎么拥有 如果你快乐不是为我 会不会放手其实才是拥有 知足的快乐叫我忍受心痛 什么歌 词：阿信 曲：阿信 你是否问过自己 拥有什么 为了要拥有那些 付出什么 追逐的人生换来 那些什么 最后能带走什么 从何时我们都已 拥有很多 已不像当时你我 一无所有 无聊的话题配着 蓝蓝天空 我们都能飞只要风 我们曾夏啦啦啦的唱过 那一首噗通通通的心动 多年后我们是否依然是 那一个你那一个我 当岁月轻飘飘飘的溜走 我们都哎呀呀呀白了头 有什么留在你我的心头 那是什么 每一首歌曲都在 寻找耳朵 每一颗寂寞的心 还是寂寞 每一次你都不懂 因为什么 让每次呼吸都痛 痛过的自己好像 失去什么 愈合后却又好像 学到什么 多年后或许一切 不算什么 才知最重要是什么 我们曾夏啦啦啦的唱过 那一首噗通通通的心动 多年后我们是否依然是 那一个你那一个我 当岁月轻飘飘飘的溜走 我们都哎呀呀呀白了头 有什么留在你我的心头 那是什么 才知道最重要的会是什么 直到最后 我拥有你你拥有我 我拥有你你拥有我 我 carry 你你 carry 我 我 carry 你你 carry 我,2018-02-14
411,Before 1998 (Live),,2009-03-20
412,回来吧 (Live),回来吧 (Live) - 五月天 (Mayday) 词：阿信 曲：阿信 那年烟花 满天幸福的爆炸 看 他的眼睛 舍不得眨 倒映着火花 他笑着说 相爱就要幸福呀 懂 但是我们 都把幸福 挥霍完了吗 回忆 越美 越可怕 越挣扎 眼泪越是要落下 回来吧 难道你不怀念吗 最深爱时你曾说过 我们就是童话 回来吧 我还一直在等啊 我一直在等啊 我会永远在这里 只要你 回来吧 所有的人 都说时间是魔法 说 总有一天 我能忘记 最深爱的他 为什么呢 想念每天都增加 痛 钻进灵魂 占据回忆 在生命发芽 呐喊 挣扎 期待的 未来啊 难道这么就算了吗 回来吧 难道你不怀念吗 最深爱时你曾说过 我们就是童话 回来吧 我还一直在等啊 我一直在等啊 我会永远在这里 只要你 回来吧 回来吧 难道你不怀念吗 最深爱时你曾说过 我们就是童话 回来吧 我还一直在等啊 我一直在等啊 不管要什么代价 回来吧 难道你不怀念吗 最深爱时你曾说过 我们就是童话 回来吧 我还一直在等啊 我一直在等啊 我会永远在这里 只要你 回来吧 快回来吧 期待的未来这么算了吗 Woh 快回来吧,2005-05-01
413,100000 People & Mayday (口白),,2009-03-20
414,爱情万岁 + 脱掉 (Live),爱情万岁 + 脱掉 (Live) - 五月天 (Mayday) 我需要你的体温 虽然此刻我一点也不觉得寒冷 我感到巨大的饥饿 虽然无聊满满的撑涨我的灵魂 相恋不能再倾国倾城 倾倒你心里越来越冷坚固的灵魂 此刻你也就别再等 不能再等不能再等让热情变冷 就让我吻你吻你吻你直到天明 就让我穿过你的外衣然后你的内衣 就让我吻你吻你吻你直到天明 就让我刺探你最深深深处你的秘密 就让我吻你吻你吻你直到天明 就让我穿过你的外衣然后你的内衣 就让我吻你吻你吻你直到天明 别再等待不曾降临的真理 黎明之前只要和你尽情嬉戏 我不在乎你的姓名 你的明天你的过去你是男是女 我是如此的清醒 不打算离去也不打算真的爱你 相恋不能再倾国倾城 倾倒你心里越来越冷坚固的灵魂 此刻你也就别再等 不能再等不能再等让热情变冷 就让我吻你吻你吻你直到天明 就让我穿过你的外衣然后你的内衣 就让我吻你吻你吻你直到天明 就让我刺探你最深深深处你的秘密 就让我吻你吻你吻你直到天明 就让我穿过你的外衣然后你的内衣 就让我吻你吻你吻你直到天明 别再等待不曾降临的真理 黎明之前只要和你尽情嬉戏 就让我吻你吻你吻你直到天明 就让我穿过你的外衣然后你的内衣 就让我吻你吻你吻你直到天明 就让我刺探你最深深深处你的秘密 就让我吻你吻你吻你直到天明 就让我穿过你的外衣然后你的内衣 就让我吻你吻你吻你直到天明 别再等待不曾降临的真理 黎明之前只要和你尽情嬉戏 Lala lalala dalala dalala lala lalala 通通脱掉 喔 喔,2005-05-01
415,如果还有明天 (Live),如果还有明天 (Live) - 五月天 (Mayday) 词：阿信/刘伟仁 曲：石头/刘伟仁 如果还有明天 你想怎样装扮你的脸 如果没有明天 要怎么说再见 我们都有看不开的时候 总有冷落自己的举动 但是我一定会提醒自己 如果还有明天 我们都有伤心的时候 从不在乎这种感受 但是我要把握每次感动 如果还有明天 如果还有明天 你想怎样装扮你的脸 如果没有明天 要怎么说再见 如果还有明天 你想怎样装扮你的脸 如果没有明天 要怎么说再见 如果你看出我的迟疑 是不是你也想要问我 究竟有多少事还没有做 如果还有明天 如果真的还能够有明天 是否能把事情都做完 是否一切也将云消烟散 如果没有明天 如果还有明天 你想怎样装扮你的脸 如果没有明天 要怎么说,
416,Yellow Leaf,,
417,人生海海 (内地版),人生海海 (内地版) - 五月天 (Mayday) 词：阿信 曲：阿信 有一天我在想 我到底算是个什么东西 还是我会不会 根本就不算东西 天天都漫无目的 偏偏又想要证明真理 别人都说要努力 我却每天每天都躺在家里 就算是整个世界 把我抛弃 而至少快乐伤心我自己决定 所以我说 就让它去 我知道潮落之后一定有潮起 有什么了不起 常常我豁出去 拼了命走过却没有痕迹 可是我从不怕 挖出我火热的心 手上有一个硬币 反面就决定放弃嗝屁 但是啊在我心底 却完完全全不想放弃 就算是整个世界 把我抛弃 而至少快乐伤心我自己决定 所以我说就让它去 我知道潮落之后一定有潮起 有什么了不起 常常我闭上眼睛 听到了海的呼吸是你 温柔的蓝色潮汐 告诉我没有关系 就算真的整个世界 把我抛弃 而至少快乐伤心我自己决定 所以我说就让它去 我知道潮落之后一定有潮起 我不能忘记 无论是我的明天要去哪里 而至少快乐伤心我自己决定 所以我说就让他去 我知道潮落之后一定有潮起 有什么了不起 有什么了不起 啦 明天我在哪里 啦,2003-04-17
418,后青春期的诗 (钢琴版伴奏),,
419,摇滚舞台 - live (Live),摇滚舞台(Live) - live (Live) - 李宗盛 (Jonathan Lee)/五月天 (Mayday) 词：李宗盛 曲：李宗盛 站在漆黑的舞台 长长的布幕还没有拉开 你是否和我一样在期待 一样在期待 站在漆黑的舞台 长长的布幕还没有拉开 你是否和我一样在期待 一样在期待 也许你曾经失败 可是你没有权利走开 你可知人生就像那舞台 不管你爱不爱 多么希望你的喝彩 随着那节奏慢慢散开 快站起来不要走开 让我们大家一起摇摆 站在漆黑的舞台 长长的布幕还没有拉开 你是否和我一样在期待 一样在期待 多么希望你的喝彩 随着那节奏慢慢散开 快站起来不要走开 摇滚的乐趣就在现在 站在漆黑的舞台 长长的布幕还没有拉开 你是否和我一样在期待 一样在期待 也许你曾经失败 可是你没有权利走开 你可知人生就像那舞台 不管你爱不爱 不管你爱不爱 不管你爱不爱,2001-12-11
420,生命有一种绝对 (绝对String Mix版),生命有一种绝对 (绝对String Mix版) - 五月天 (Mayday) 词：阿信 曲：阿信 如果我 不曾走过这一遍 生命中 还有多少苦和甜美 那风中的歌声 孤单哽咽的声音是谁 回忆中那个少年 为何依然不停的追 想要征服的世界 始终都没有改变 那地上无声蒸发我的泪 黑暗中期待光线 生命有一种绝对 等待我 请等待我 直到约定融化成笑颜 那生命 灿烂烟火般上演 你和我 最后都要回归地平线 那留下的足迹 浪花冲走回忆海岸线 靠近我 再拥抱我 请不要让我的心冷却 想要征服的世界 始终都没有改变 那地上无声蒸发我的泪 黑暗中期待光线 生命有一种绝对 等待我 请等待我 直到约定融化成笑颜 想要征服的世界 始终都没有改变 那地上无声蒸发我的泪 黑暗中期待光线 生命有一种绝对 等待我 请等待我 直到约定融化成笑颜 想要征服的世界 始终都没有改变 那地上无声蒸发我的泪 黑暗中期待光线 生命有一种绝对 等待我 请等待我 靠近我 再拥抱我 不要走 请不要走 直到约定融化成笑颜 直到我看见生命的绝对,2004-07-01
