url,type,text,imgs,author,time,location,author_id
https://www.douban.com/group/topic/298257287/,正文,目前只有一个锅😭只会蒸红薯吃，有没有什么新手好做的，食材现在只有米，方便面饼，蒜....,,momo,2023-11-25 11:22:17,河南,234142146
https://www.douban.com/group/topic/298257287/,评论,小🍠 很多新手可以做的,,椰奶清补凉,2023-11-25 11:50:44,上海,71726891
https://www.douban.com/group/topic/298257287/,评论,哪里需要食谱，自己做的就是食谱😉😉😉,,momo,2023-11-25 14:33:24,湖北,140928591
https://www.douban.com/group/topic/298257287/,评论,买点一人食的汤包，煮喜欢吃的菜，就好了。,,水色,2023-11-25 14:38:33,陕西,47463568
https://www.douban.com/group/topic/298257287/,评论,抖音B站小红书,,缸中之脑,2023-11-25 14:44:22,乌兹别克斯坦,caspianwky
https://www.douban.com/group/topic/298257287/,评论,想吃什么或者买了什么菜就这dy搜,,老公是公务员,2023-11-25 15:05:24,陕西,x77210727
https://www.douban.com/group/topic/298257287/,评论,b站,,兰佩路基,2023-11-25 16:03:12,广东,213639503
https://www.douban.com/group/topic/298257287/,评论,红薯换成玉米、土豆、山药，再煮个鸡蛋，焯个青菜，蒸个鸡腿,,猫可托,2023-11-25 17:27:01,北京,143640858
https://www.douban.com/group/topic/298257287/,评论,下厨房app 小红书 抖音 b站,,一颗苹果,2023-11-25 17:28:04,天津,173836178
https://www.douban.com/group/topic/298257287/,评论,下厨房APP,,momo,2023-11-25 17:31:50,湖北,193702129
https://www.douban.com/group/topic/298257287/,评论,抖音小红书都可.新手可以从鸡蛋面开始，特别简单。加点小青菜就行。,,层林尽染,2023-11-25 20:12:48,江苏,177337743
https://www.douban.com/group/topic/298257287/,评论,小红薯比较多,,车轮饼轮回轮子,2023-11-25 22:31:24,广东,52138487
https://www.douban.com/group/topic/298257287/,评论,下厨房，那种高分殿堂级的方子都是经过无数人检验得，都特别好,,躺平摆烂中,2023-11-25 22:42:13,浙江,87825161
https://www.douban.com/group/topic/298257287/,评论,下厨房和B站。,,阿北,2023-11-25 22:45:24,湖北,205814200
https://www.douban.com/group/topic/298257287/,评论,这不是下厨房小组吗？2333就是下厨房app,,.,2023-11-26 00:15:47,江苏,119784129
https://www.douban.com/group/topic/298257287/,评论,先学炒鸡蛋，会炒鸡蛋以后就能继续学西红柿炒鸡蛋，蒜苗炒鸡蛋，蒜黄炒鸡蛋了,,Rumor,2023-11-30 15:30:22,北京,lovenannan
https://www.douban.com/group/topic/298257287/,评论,然后像酱油+耗油+糖+其他佐料的调味汁在一个菜谱里遇到，味道不错的话就记在备忘录里，以后炒口感类似的菜时照搬过去，不带脑子,,Rumor,2023-11-30 15:36:32,北京,lovenannan
https://www.douban.com/group/topic/298257287/,评论,小红书基本上很全而且很好做,,lovelyevening,2023-11-30 16:06:03,广东,274478132
https://www.douban.com/group/topic/298257287/,评论,小红书或者b站   一般你刷个几天菜谱 后面大数据给你推的都是菜谱了  根本不用特意去找菜谱,,小卷,2023-11-30 16:16:56,上海,Dear_candy
https://www.douban.com/group/topic/298257287/,评论,你都来下厨房问了那当然是下厨房app🙌🏻,,芝士小偷🧀,2023-11-30 16:52:38,湖北,200182253
