url,type,text,imgs,author,time,location,author_id
https://www.douban.com/group/topic/298505712/,正文,好吃无需多言！,,momo,2023-11-30 17:30:00,河南,234142146
https://www.douban.com/group/topic/298505712/,评论,同人生第一道菜,,无名,2023-11-30 18:00:13,北京,191998302
