url,type,text,imgs,author,time,location
https://www.douban.com/group/topic/298451970/,正文,,https://img1.doubanio.com/view/group_topic/l/public/p634022210.webp,技术员,2023-11-29 14:35:55,江苏
https://www.douban.com/group/topic/298451970/,评论,还可以,,深蓝,2023-11-29 23:28:39,山东
