url,type,text,imgs,author,time,location
https://www.douban.com/group/topic/297471393/,正文,家用切肉的工具有什么推荐吗？！,,🌟🌟不说话,2023-11-08 13:17:12,湖北
https://www.douban.com/group/topic/297471393/,评论,切菜器安利金小厨，优点是多种厚度可选，缺点是切丝太短，,,肥胆的额娘,2023-11-29 20:30:46,广西
