url,type,text,imgs,author,time,location
https://www.douban.com/group/topic/298399437/,正文,,https://img9.doubanio.com/view/group_topic/l/public/p633905096.webp,拖延症治疗院,2023-11-28 13:01:32,北京
https://www.douban.com/group/topic/298399437/,评论,我叮咚上买的还行，不过还是菜场的最新鲜,,高圆圆,2023-11-28 13:06:09,浙江
https://www.douban.com/group/topic/298399437/,评论,肉确实一般 我从美团买的跳跳🦐 很新鲜哈哈哈,,上网就是我自己,2023-11-28 14:44:44,北京
https://www.douban.com/group/topic/298399437/,评论,最好还是买菜市场的,,海棠花🌸,2023-11-28 15:03:35,湖南
https://www.douban.com/group/topic/298399437/,评论,早上去菜市场买好点,,重生了,2023-11-28 15:08:47,广东
https://www.douban.com/group/topic/298399437/,评论,打工人没时间去菜市场 =-= 一直从美团买。。。啊咧 _(:з」∠)_,,哎嘿,2023-11-28 15:10:55,天津
https://www.douban.com/group/topic/298399437/,评论,我都是pdd买肉，等快递，有一些质量不错的，肉我觉得可以分装好放冰箱，青菜就是你说的这些平台,,momo,2023-11-28 15:12:43,福建
https://www.douban.com/group/topic/298399437/,评论,我觉得叮咚的，比菜场新鲜，周末的早上起来的迟点，很多菜和肉都断货了,,浅语,2023-11-28 15:13:12,上海
https://www.douban.com/group/topic/298399437/,评论,肉确实不太行，我已经不敢网上买肉了,,Lpure,2023-11-28 15:16:05,广东
https://www.douban.com/group/topic/298399437/,评论,我在天猫超市买的还行,,橙子橙子大橙子,2023-11-28 15:28:21,上海
https://www.douban.com/group/topic/298399437/,评论,我淘鲜达买周边大超市的肉,,黑白才是,2023-11-28 15:35:15,江苏
https://www.douban.com/group/topic/298399437/,评论,之前买五花送的全是肥的那边，所以现在会下班后去盒马买。,,次元碎片,2023-11-28 15:55:06,江苏
https://www.douban.com/group/topic/298399437/,评论,叮咚买的肉新鲜度还可以，就是纯肋排会比较贵。,,哪吒藕霸,2023-11-28 15:59:46,北京
https://www.douban.com/group/topic/298399437/,评论,美团买的鸡全腿也是，吃起来一股腥味，实在受不了都扔了。。。,,momo,2023-11-28 16:03:06,广东
https://www.douban.com/group/topic/298399437/,评论,也不要在网上买鸡蛋，我在mt买菜买的鸡蛋，煎完口感像塑料（夸张了一点，但真的和超市买的普通鸡蛋差很多） 蛋黄颜色也很奇怪,,momo,2023-11-28 16:04:45,河北
https://www.douban.com/group/topic/298399437/,评论,我都是在淘鲜达买的大润发的肉,,momo,2023-11-28 16:26:00,江苏
https://www.douban.com/group/topic/298399437/,评论,买肉和海鲜一般朴朴 叮咚 盒马 团购尽量不要选散装 之前买正大的鸡肉还可以,,Kaleidoscope_,2023-11-28 16:36:22,北京
https://www.douban.com/group/topic/298399437/,评论,盒马买的一直都还不错,,ABrush,2023-11-28 16:38:54,陕西
https://www.douban.com/group/topic/298399437/,评论,我有一次在美团买的也这样，煲汤的时候我凑得很近去去闻。差点没原地晕倒🤮,,momo,2023-11-28 16:43:31,广东
https://www.douban.com/group/topic/298399437/,评论,美团只能买点蔬菜水果，肉类买过二次就彻底放弃了,,helena,2023-11-28 16:45:25,江苏
https://www.douban.com/group/topic/298399437/,评论,你们买的是美团优选，还是美团买菜啊,,小跳酱,2023-11-28 17:26:52,广东
https://www.douban.com/group/topic/298399437/,评论,叮咚盒马的还不错，不好可以退钱= =不过盒马的河鲜（配送到家，盒子装的）不是现杀的，好像是头一天哪里杀的,,madao开花了吗,2023-11-28 18:04:00,上海
https://www.douban.com/group/topic/298399437/,评论,我也是,,小丸子,2023-11-28 19:29:08,北京
https://www.douban.com/group/topic/298399437/,评论,美团买菜，我这里没有美团优选。,,拖延症治疗院,2023-11-28 19:31:34,北京
https://www.douban.com/group/topic/298399437/,评论,一般都去菜市场买,,Nene,2023-11-28 20:04:44,江苏
https://www.douban.com/group/topic/298399437/,评论,"叮咚盒马朴朴买肉
美团多多tb买水果和菜",,kirsch,2023-11-28 21:04:46,广东
https://www.douban.com/group/topic/298399437/,评论,我现在都是线下买肉了，每周买2斤猪肉 一只鸡 半斤牛肉 够一个星期的肉量了,,A个火星人！,2023-11-28 21:14:51,广东
https://www.douban.com/group/topic/298399437/,评论,我都是叮咚上买,,空口吃小米辣,2023-11-28 21:19:56,上海
https://www.douban.com/group/topic/298399437/,评论,我在美团买过一次肉，觉得看起来很不新鲜，膈应，直接丢了。美团就买买素菜吧,,豆芽好吃又减肥,2023-11-28 21:47:22,广东
https://www.douban.com/group/topic/298399437/,评论,美团优选吧。我4.5年前就接触美团优选，那时候美团优选刚刚做起很多肉质还不错，后来就不行，明显看的那些猪排骨有问题,,某天某人某事,2023-11-28 22:46:30,广东
https://www.douban.com/group/topic/298399437/,评论,是美团买菜，我这没有优选。,,拖延症治疗院,2023-11-28 23:22:08,北京
https://www.douban.com/group/topic/298399437/,评论,没有在网上买过肉！,,乐妈,2023-11-28 23:39:26,陕西
https://www.douban.com/group/topic/298399437/,评论,菜场的好贵哦，我在超市买的红杉鱼比菜场便宜一些，都是冰鲜的，看不出啥差距，可能有些鲳鱼不一样吧,,恰草莓,2023-11-28 23:44:19,广东
https://www.douban.com/group/topic/298399437/,评论,不要在美团买肉，几乎没有好吃的。可以盒马，山姆，永辉超市也可以,,.菇凉儿,2023-11-29 01:25:48,北京
https://www.douban.com/group/topic/298399437/,评论,我在美团优选和多多买菜上买的肉都不行,,また,2023-11-29 05:23:15,陕西
https://www.douban.com/group/topic/298399437/,评论,朴朴可以，美团买菜不行,,Well,2023-11-29 08:49:06,广东
https://www.douban.com/group/topic/298399437/,评论,肉我只买过预包装好的那种，这个是那种吗？,,牛油果,2023-11-29 10:34:20,上海
https://www.douban.com/group/topic/298399437/,评论,美团买菜的肉很差，很不新鲜,,碳烤母猪蹄儿,2023-11-29 10:39:36,湖北
https://www.douban.com/group/topic/298399437/,评论,我最后一次在美团买的就是鸡蛋，粘着💩就算了，里面起码十几只死苍蝇，恶心的要死,,若你睁开双眼,2023-11-29 11:04:59,上海
https://www.douban.com/group/topic/298399437/,评论,朴朴真的超可以 还可以买🐟 可以选择帮杀 而且很新鲜很干净 牛肉 猪肉鸡肉都买过 没有踩过雷,,额额额额饿,2023-11-29 11:28:56,广东
https://www.douban.com/group/topic/298399437/,评论,我只敢在沃尔玛，朴朴那种有实体店的买，美团，多多啥的只买青菜,,momo,2023-11-29 12:14:18,湖北
https://www.douban.com/group/topic/298399437/,评论,日日鲜的很新鲜,,momo,2023-11-30 11:12:23,江苏
