url,type,text,imgs,author,time,location
https://www.douban.com/group/topic/298452808/,正文,请问怎么大量消耗呀~,,挑战极限,2023-11-29 14:57:05,广东
https://www.douban.com/group/topic/298452808/,评论,买点水果用它熬果酱,,安心,2023-11-29 15:31:16,四川
https://www.douban.com/group/topic/298452808/,评论,做红糖馒头、面包、蛋糕、年糕,,Mew,2023-11-30 04:33:31,广东
https://www.douban.com/group/topic/298452808/,评论,还可以熬果酱嘛，这个红糖里还有红枣胡椒啥的会不会影响味道呢🥺,,挑战极限,2023-11-30 08:35:17,广东
https://www.douban.com/group/topic/298452808/,评论,嗷 感谢！！！,,挑战极限,2023-11-30 08:38:23,广东
