url,type,text,imgs,author,time,location
https://www.douban.com/group/topic/298464207/,正文,碗汁里有：生抽4汤匙，蚝油2汤匙，清水5汤匙，白糖少许，黑胡椒粉少许，食盐，干淀粉，芝麻油一汤匙,,阿胡的食光,2023-11-29 18:55:17,江苏
https://www.douban.com/group/topic/298464207/,评论,真不错,,Denise,2023-11-29 19:01:14,山西
https://www.douban.com/group/topic/298464207/,评论,很美味温暖的样子,,蜜蜡,2023-11-30 00:39:55,四川
