url,type,text,imgs,author,time,location
https://www.douban.com/group/topic/298041392/,正文,,,阿胡的食光,2023-11-20 16:28:16,江苏
https://www.douban.com/group/topic/298041392/,评论,马蹄咯,,逝去于青年之时,2023-11-20 16:55:42,广西
https://www.douban.com/group/topic/298041392/,评论,马蹄，胡萝卜,,砂,2023-11-20 18:57:25,湖北
https://www.douban.com/group/topic/298041392/,评论,广式羊肉汤标配，有时还加甘蔗（细）,,momo,2023-11-20 20:42:02,广东
https://www.douban.com/group/topic/298041392/,评论,一开始看是土豆子，第二眼看是芋头，看到最后终于看出来了，原来是马蹄。,,看看,2023-11-21 08:20:12,湖南
https://www.douban.com/group/topic/298041392/,评论,荸荠,,🦁的🐱,2023-11-21 08:48:35,黑龙江
https://www.douban.com/group/topic/298041392/,评论,这样的汤看起来好好喝,,🦁的🐱,2023-11-21 08:49:00,黑龙江
https://www.douban.com/group/topic/298041392/,评论,用砂锅煲的呗，我都看见砂锅了😂😂,,52赫兹,2023-11-21 09:25:28,北京
https://www.douban.com/group/topic/298041392/,评论,👍👍👍,,豆芽,2023-11-21 09:41:53,山西
https://www.douban.com/group/topic/298041392/,评论,猪腱子肉吗,,躲猫猫,2023-11-21 10:35:47,广东
https://www.douban.com/group/topic/298041392/,评论,看上去好鲜哦，会很甜吗？因为感觉这三个配菜都带甜味,,Flee,2023-11-21 12:36:40,广东
https://www.douban.com/group/topic/298041392/,评论,马蹄南去人北望,,风,2023-11-21 15:32:21,广东
https://www.douban.com/group/topic/298041392/,评论,分明是我勤劳的双手,,阿胡的食光,2023-11-21 15:44:32,江苏
https://www.douban.com/group/topic/298041392/,评论,大骨,,阿胡的食光,2023-11-21 15:44:42,江苏
https://www.douban.com/group/topic/298041392/,评论,不甜的,,阿胡的食光,2023-11-21 15:44:54,江苏
https://www.douban.com/group/topic/298041392/,评论,马蹄，我刚刚也煮了,,momo,2023-11-21 15:47:23,广西
https://www.douban.com/group/topic/298041392/,评论,看起来好鲜美😋,,喵喵藏猫猫,2023-11-21 18:27:37,上海
https://www.douban.com/group/topic/298041392/,评论,哈哈哈哈广东人一眼就看出来马蹄,,ayeayecaptain,2023-11-21 23:06:10,广东
https://www.douban.com/group/topic/298041392/,评论,感觉好好喝啊，冬天来一碗不得开心地起飞,,脱氧双氧水,2023-11-22 20:06:15,山东
https://www.douban.com/group/topic/298041392/,评论,猪肉还是羊肉？,,喵喵,2023-11-23 01:28:24,陕西
https://www.douban.com/group/topic/298041392/,评论,马蹄红萝卜煲猪骨,,⋆͛🦖⋆͛,2023-11-23 17:43:07,广东
https://www.douban.com/group/topic/298041392/,评论,马蹄！过年回老家经常吃，那天在外面吃到了马蹄肉丸，真的很香！,,小狗吃盐巴,2023-11-25 16:31:29,山东
https://www.douban.com/group/topic/298041392/,评论,皮究,,Gabo·困,2023-11-29 20:42:00,新疆
